Commodity,MarketYear,ReportDate,Value,ProjEstFlag,ReportDate_dt,is_final,final_cum
Sorghum,2021/22,February 2022,5.45,Proj.,2022-02-01,False,0
Sorghum,2021/22,March 2022,5.8,Proj.,2022-03-01,False,0
Sorghum,2021/22,April 2022,5.85,Proj.,2022-04-01,False,0
Sorghum,2021/22,May 2022,5.95,Est.,2022-05-01,False,0
Sorghum,2021/22,June 2022,5.95,Est.,2022-06-01,False,0
Sorghum,2021/22,July 2022,5.95,Est.,2022-07-01,False,0
Sorghum,2021/22,August 2022,5.95,Est.,2022-08-01,False,0
Sorghum,2021/22,September 2022,5.9,Est.,2022-09-01,False,0
Sorghum,2021/22,November 2022,5.94,Est.,2022-11-01,False,0
Sorghum,2021/22,December 2022,5.94,Est.,2022-12-01,False,0
Sorghum,2021/22,January 2023,5.94,Est.,2023-01-01,False,0
Sorghum,2021/22,February 2023,5.94,Est.,2023-02-01,False,0
Sorghum,2021/22,March 2023,5.94,Est.,2023-03-01,False,0
Sorghum,2021/22,April 2023,5.94,Est.,2023-04-01,False,0
Sorghum,2021/22,May 2023,5.94,,2023-05-01,True,1
Sorghum,2021/22,June 2023,5.94,,2023-06-01,True,2
Sorghum,2021/22,July 2023,5.94,,2023-07-01,True,3
Sorghum,2021/22,August 2023,5.94,,2023-08-01,True,4
Sorghum,2021/22,September 2023,5.94,,2023-09-01,True,5
Sorghum,2021/22,October 2023,5.94,,2023-10-01,True,6
Sorghum,2021/22,November 2023,5.94,,2023-11-01,True,7
Sorghum,2021/22,December 2023,5.94,,2023-12-01,True,8
Sorghum,2021/22,January 2024,5.94,,2024-01-01,True,9
Sorghum,2021/22,February 2024,5.94,,2024-02-01,True,10
Sorghum,2021/22,March 2024,5.94,,2024-03-01,True,11
Sorghum,2021/22,April 2024,5.94,,2024-04-01,True,12
Sorghum,2022/23,May 2022,6.65,Proj.,2022-05-01,False,0
Sorghum,2022/23,June 2022,6.65,Proj.,2022-06-01,False,0
Sorghum,2022/23,July 2022,6.55,Proj.,2022-07-01,False,0
Sorghum,2022/23,August 2022,6.55,Proj.,2022-08-01,False,0
Sorghum,2022/23,September 2022,6.65,Proj.,2022-09-01,False,0
Sorghum,2022/23,November 2022,6.65,Proj.,2022-11-01,False,0
Sorghum,2022/23,December 2022,6.7,Proj.,2022-12-01,False,0
Sorghum,2022/23,January 2023,6.85,Proj.,2023-01-01,False,0
Sorghum,2022/23,February 2023,6.9,Proj.,2023-02-01,False,0
Sorghum,2022/23,March 2023,6.9,Proj.,2023-03-01,False,0
Sorghum,2022/23,April 2023,6.9,Proj.,2023-04-01,False,0
Sorghum,2022/23,May 2023,6.9,Est.,2023-05-01,False,0
Sorghum,2022/23,June 2023,6.9,Est.,2023-06-01,False,0
Sorghum,2022/23,July 2023,6.85,Est.,2023-07-01,False,0
Sorghum,2022/23,August 2023,6.75,Est.,2023-08-01,False,0
Sorghum,2022/23,September 2023,6.75,Est.,2023-09-01,False,0
Sorghum,2022/23,October 2023,5.94,Est.,2023-10-01,False,0
Sorghum,2022/23,November 2023,5.94,Est.,2023-11-01,False,0
Sorghum,2022/23,December 2023,5.94,Est.,2023-12-01,False,0
Sorghum,2022/23,January 2024,5.94,Est.,2024-01-01,False,0
Sorghum,2022/23,February 2024,5.94,Est.,2024-02-01,False,0
Sorghum,2022/23,March 2024,5.94,Est.,2024-03-01,False,0
Sorghum,2022/23,April 2024,5.94,Est.,2024-04-01,False,0
Sorghum,2022/23,May 2024,5.94,,2024-05-01,True,1
Sorghum,2022/23,June 2024,6.38,,2024-06-01,True,2
Sorghum,2022/23,July 2024,6.38,,2024-07-01,True,3
Sorghum,2022/23,August 2024,6.38,,2024-08-01,True,4
Sorghum,2022/23,September 2024,6.38,,2024-09-01,True,5
Sorghum,2022/23,October 2024,6.38,,2024-10-01,True,6
Sorghum,2022/23,November 2024,6.38,,2024-11-01,True,7
Sorghum,2022/23,December 2024,6.38,,2024-12-01,True,8
Sorghum,2022/23,January 2025,6.38,,2025-01-01,True,9
Sorghum,2022/23,February 2025,6.38,,2025-02-01,True,10
Sorghum,2022/23,March 2025,6.38,,2025-03-01,True,11
Sorghum,2022/23,April 2025,6.38,,2025-04-01,True,12
Sorghum,2023/24,May 2023,4.8,Proj.,2023-05-01,False,0
Sorghum,2023/24,June 2023,4.8,Proj.,2023-06-01,False,0
Sorghum,2023/24,July 2023,4.8,Proj.,2023-07-01,False,0
Sorghum,2023/24,August 2023,4.9,Proj.,2023-08-01,False,0
Sorghum,2023/24,September 2023,4.9,Proj.,2023-09-01,False,0
Sorghum,2023/24,October 2023,4.95,Proj.,2023-10-01,False,0
Sorghum,2023/24,November 2023,4.85,Proj.,2023-11-01,False,0
Sorghum,2023/24,December 2023,4.85,Proj.,2023-12-01,False,0
Sorghum,2023/24,January 2024,4.85,Proj.,2024-01-01,False,0
Sorghum,2023/24,February 2024,4.85,Proj.,2024-02-01,False,0
Sorghum,2023/24,March 2024,4.85,Proj.,2024-03-01,False,0
Sorghum,2023/24,April 2024,4.85,Proj.,2024-04-01,False,0
Sorghum,2023/24,May 2024,4.9,Est.,2024-05-01,False,0
Sorghum,2023/24,June 2024,4.9,Est.,2024-06-01,False,0
Sorghum,2023/24,July 2024,4.9,Est.,2024-07-01,False,0
Sorghum,2023/24,August 2024,4.9,Est.,2024-08-01,False,0
Sorghum,2023/24,September 2024,4.9,Est.,2024-09-01,False,0
Sorghum,2023/24,October 2024,4.93,Est.,2024-10-01,False,0
Sorghum,2023/24,November 2024,4.93,Est.,2024-11-01,False,0
Sorghum,2023/24,December 2024,4.93,Est.,2024-12-01,False,0
Sorghum,2023/24,January 2025,4.93,Est.,2025-01-01,False,0
Sorghum,2023/24,February 2025,4.93,Est.,2025-02-01,False,0
Sorghum,2023/24,March 2025,4.93,Est.,2025-03-01,False,0
Sorghum,2023/24,April 2025,4.93,Est.,2025-04-01,False,0
Sorghum,2023/24,May 2025,4.93,,2025-05-01,True,1
Sorghum,2023/24,June 2025,4.93,,2025-06-01,True,2
Sorghum,2023/24,July 2025,4.93,,2025-07-01,True,3
Sorghum,2023/24,August 2025,4.93,,2025-08-01,True,4
Sorghum,2023/24,September 2025,4.93,,2025-09-01,True,5
Sorghum,2023/24,November 2025,4.93,,2025-11-01,True,6
Sorghum,2023/24,December 2025,4.93,,2025-12-01,True,7
Sorghum,2023/24,January 2026,4.93,,2026-01-01,True,8
Sorghum,2023/24,February 2026,4.93,,2026-02-01,True,9
Sorghum,2023/24,March 2026,4.93,,2026-03-01,True,10
Sorghum,2023/24,April 2026,4.93,,2026-04-01,True,11
Sorghum,2024/25,May 2024,4.4,Proj.,2024-05-01,False,0
Sorghum,2024/25,June 2024,4.4,Proj.,2024-06-01,False,0
Sorghum,2024/25,July 2024,4.3,Proj.,2024-07-01,False,0
Sorghum,2024/25,August 2024,4.2,Proj.,2024-08-01,False,0
Sorghum,2024/25,September 2024,4.1,Proj.,2024-09-01,False,0
Sorghum,2024/25,October 2024,4.1,Proj.,2024-10-01,False,0
Sorghum,2024/25,November 2024,4.1,Proj.,2024-11-01,False,0
Sorghum,2024/25,December 2024,4.1,Proj.,2024-12-01,False,0
Sorghum,2024/25,January 2025,4.25,Proj.,2025-01-01,False,0
Sorghum,2024/25,February 2025,4.25,Proj.,2025-02-01,False,0
Sorghum,2024/25,March 2025,4.15,Proj.,2025-03-01,False,0
Sorghum,2024/25,April 2025,4.1,Proj.,2025-04-01,False,0
Sorghum,2024/25,May 2025,4.1,Est.,2025-05-01,False,0
Sorghum,2024/25,June 2025,4.1,Est.,2025-06-01,False,0
Sorghum,2024/25,July 2025,4.1,Est.,2025-07-01,False,0
Sorghum,2024/25,August 2025,4.1,Est.,2025-08-01,False,0
Sorghum,2024/25,September 2025,4.1,Est.,2025-09-01,False,0
Sorghum,2024/25,November 2025,4.07,Est.,2025-11-01,False,0
Sorghum,2024/25,December 2025,4.07,Est.,2025-12-01,False,0
Sorghum,2024/25,January 2026,4.07,Est.,2026-01-01,False,0
Sorghum,2024/25,February 2026,4.07,Est.,2026-02-01,False,0
Sorghum,2024/25,March 2026,4.07,Est.,2026-03-01,False,0
Sorghum,2024/25,April 2026,4.07,Est.,2026-04-01,False,0
Sorghum,2025/26,May 2025,4.0,Proj.,2025-05-01,False,0
Sorghum,2025/26,June 2025,4.0,Proj.,2025-06-01,False,0
Sorghum,2025/26,July 2025,4.0,Proj.,2025-07-01,False,0
Sorghum,2025/26,August 2025,3.7,Proj.,2025-08-01,False,0
Sorghum,2025/26,September 2025,3.7,Proj.,2025-09-01,False,0
Sorghum,2025/26,November 2025,3.8,Proj.,2025-11-01,False,0
Sorghum,2025/26,December 2025,3.8,Proj.,2025-12-01,False,0
Sorghum,2025/26,January 2026,3.7,Proj.,2026-01-01,False,0
Sorghum,2025/26,February 2026,3.6,Proj.,2026-02-01,False,0
Sorghum,2025/26,March 2026,3.55,Proj.,2026-03-01,False,0
Sorghum,2025/26,April 2026,3.55,Proj.,2026-04-01,False,0
Wheat,2007/08,April 2010,6.48,,2010-04-01,True,1
Wheat,2008/09,April 2010,6.78,Est.,2010-04-01,False,0
Wheat,2008/09,May 2010,6.78,,2010-05-01,True,1
Wheat,2008/09,June 2010,6.78,,2010-06-01,True,2
Wheat,2008/09,July 2010,6.78,,2010-07-01,True,3
Wheat,2008/09,August 2010,6.78,,2010-08-01,True,4
Wheat,2008/09,September 2010,6.78,,2010-09-01,True,5
Wheat,2008/09,October 2010,6.78,,2010-10-01,True,6
Wheat,2008/09,November 2010,6.78,,2010-11-01,True,7
Wheat,2008/09,December 2010,6.78,,2010-12-01,True,8
Wheat,2008/09,January 2011,6.78,,2011-01-01,True,9
Wheat,2008/09,February 2011,6.78,,2011-02-01,True,10
Wheat,2008/09,March 2011,6.78,,2011-03-01,True,11
Wheat,2008/09,April 2011,6.78,,2011-04-01,True,12
Wheat,2009/10,May 2010,4.9,Est.,2010-05-01,False,0
Wheat,2009/10,June 2010,4.85,Est.,2010-06-01,False,0
Wheat,2009/10,July 2010,4.87,Est.,2010-07-01,False,0
Wheat,2009/10,August 2010,4.87,Est.,2010-08-01,False,0
Wheat,2009/10,September 2010,4.87,Est.,2010-09-01,False,0
Wheat,2009/10,October 2010,4.87,Est.,2010-10-01,False,0
Wheat,2009/10,November 2010,4.87,Est.,2010-11-01,False,0
Wheat,2009/10,December 2010,4.87,Est.,2010-12-01,False,0
Wheat,2009/10,January 2011,4.87,Est.,2011-01-01,False,0
Wheat,2009/10,February 2011,4.87,Est.,2011-02-01,False,0
Wheat,2009/10,March 2011,4.87,Est.,2011-03-01,False,0
Wheat,2009/10,April 2011,4.87,Est.,2011-04-01,False,0
Wheat,2009/10,May 2011,4.87,,2011-05-01,True,1
Wheat,2009/10,June 2011,4.87,,2011-06-01,True,2
Wheat,2009/10,July 2011,4.87,,2011-07-01,True,3
Wheat,2009/10,August 2011,4.87,,2011-08-01,True,4
Wheat,2009/10,September 2011,4.87,,2011-09-01,True,5
Wheat,2009/10,October 2011,4.87,,2011-10-01,True,6
Wheat,2009/10,November 2011,4.87,,2011-11-01,True,7
Wheat,2009/10,December 2011,4.87,,2011-12-01,True,8
Wheat,2009/10,January 2012,4.87,,2012-01-01,True,9
Wheat,2009/10,February 2012,4.87,,2012-02-01,True,10
Wheat,2009/10,March 2012,4.87,,2012-03-01,True,11
Wheat,2009/10,April 2012,4.87,,2012-04-01,True,12
Wheat,2010/11,May 2011,5.65,Est.,2011-05-01,False,0
Wheat,2010/11,June 2011,5.7,Est.,2011-06-01,False,0
Wheat,2010/11,July 2011,5.7,Est.,2011-07-01,False,0
Wheat,2010/11,August 2011,5.7,Est.,2011-08-01,False,0
Wheat,2010/11,September 2011,5.7,Est.,2011-09-01,False,0
Wheat,2010/11,October 2011,5.7,Est.,2011-10-01,False,0
Wheat,2010/11,November 2011,5.7,Est.,2011-11-01,False,0
Wheat,2010/11,December 2011,5.7,Est.,2011-12-01,False,0
Wheat,2010/11,January 2012,5.7,Est.,2012-01-01,False,0
Wheat,2010/11,February 2012,5.7,Est.,2012-02-01,False,0
Wheat,2010/11,March 2012,5.7,Est.,2012-03-01,False,0
Wheat,2010/11,April 2012,5.7,Est.,2012-04-01,False,0
Wheat,2010/11,May 2012,5.7,,2012-05-01,True,1
Wheat,2010/11,June 2012,5.7,,2012-06-01,True,2
Wheat,2010/11,July 2012,5.7,,2012-07-01,True,3
Wheat,2010/11,August 2012,5.7,,2012-08-01,True,4
Wheat,2010/11,September 2012,5.7,,2012-09-01,True,5
Wheat,2010/11,October 2012,5.7,,2012-10-01,True,6
Wheat,2010/11,November 2012,5.7,,2012-11-01,True,7
Wheat,2010/11,December 2012,5.7,,2012-12-01,True,8
Wheat,2010/11,January 2013,5.7,,2013-01-01,True,9
Wheat,2010/11,February 2013,5.7,,2013-02-01,True,10
Wheat,2010/11,March 2013,5.7,,2013-03-01,True,11
Wheat,2010/11,April 2013,5.7,,2013-04-01,True,12
Wheat,2011/12,May 2012,7.25,Est.,2012-05-01,False,0
Wheat,2011/12,June 2012,7.25,Est.,2012-06-01,False,0
Wheat,2011/12,July 2012,7.24,Est.,2012-07-01,False,0
Wheat,2011/12,August 2012,7.24,Est.,2012-08-01,False,0
Wheat,2011/12,September 2012,7.24,Est.,2012-09-01,False,0
Wheat,2011/12,October 2012,7.24,Est.,2012-10-01,False,0
Wheat,2011/12,November 2012,7.24,Est.,2012-11-01,False,0
Wheat,2011/12,December 2012,7.24,Est.,2012-12-01,False,0
Wheat,2011/12,January 2013,7.24,Est.,2013-01-01,False,0
Wheat,2011/12,February 2013,7.24,Est.,2013-02-01,False,0
Wheat,2011/12,March 2013,7.24,Est.,2013-03-01,False,0
Wheat,2011/12,April 2013,7.24,Est.,2013-04-01,False,0
Wheat,2011/12,May 2013,7.24,,2013-05-01,True,1
Wheat,2011/12,June 2013,7.24,,2013-06-01,True,2
Wheat,2011/12,July 2013,7.24,,2013-07-01,True,3
Wheat,2011/12,August 2013,7.24,,2013-08-01,True,4
Wheat,2011/12,September 2013,7.24,,2013-09-01,True,5
Wheat,2011/12,November 2013,7.24,,2013-11-01,True,6
Wheat,2011/12,December 2013,7.24,,2013-12-01,True,7
Wheat,2011/12,January 2014,7.24,,2014-01-01,True,8
Wheat,2011/12,February 2014,7.24,,2014-02-01,True,9
Wheat,2011/12,March 2014,7.24,,2014-03-01,True,10
Wheat,2011/12,April 2014,7.24,,2014-04-01,True,11
Wheat,2012/13,May 2013,7.8,Est.,2013-05-01,False,0
Wheat,2012/13,June 2013,7.8,Est.,2013-06-01,False,0
Wheat,2012/13,July 2013,7.77,Est.,2013-07-01,False,0
Wheat,2012/13,August 2013,7.77,Est.,2013-08-01,False,0
Wheat,2012/13,September 2013,7.77,Est.,2013-09-01,False,0
Wheat,2012/13,November 2013,7.77,Est.,2013-11-01,False,0
Wheat,2012/13,December 2013,7.77,Est.,2013-12-01,False,0
Wheat,2012/13,January 2014,7.77,Est.,2014-01-01,False,0
Wheat,2012/13,February 2014,7.77,Est.,2014-02-01,False,0
Wheat,2012/13,March 2014,7.77,Est.,2014-03-01,False,0
Wheat,2012/13,April 2014,7.77,Est.,2014-04-01,False,0
Wheat,2012/13,May 2014,7.77,,2014-05-01,True,1
Wheat,2012/13,June 2014,7.77,,2014-06-01,True,2
Wheat,2012/13,July 2014,7.77,,2014-07-01,True,3
Wheat,2012/13,August 2014,7.77,,2014-08-01,True,4
Wheat,2012/13,September 2014,7.77,,2014-09-01,True,5
Wheat,2012/13,October 2014,7.77,,2014-10-01,True,6
Wheat,2012/13,November 2014,7.77,,2014-11-01,True,7
Wheat,2012/13,December 2014,7.77,,2014-12-01,True,8
Wheat,2012/13,January 2015,7.77,,2015-01-01,True,9
Wheat,2012/13,February 2015,7.77,,2015-02-01,True,10
Wheat,2012/13,March 2015,7.77,,2015-03-01,True,11
Wheat,2012/13,April 2015,7.77,,2015-04-01,True,12
Wheat,2013/14,May 2014,6.85,Est.,2014-05-01,False,0
Wheat,2013/14,June 2014,6.87,Est.,2014-06-01,False,0
Wheat,2013/14,July 2014,6.87,Est.,2014-07-01,False,0
Wheat,2013/14,August 2014,6.87,Est.,2014-08-01,False,0
Wheat,2013/14,September 2014,6.87,Est.,2014-09-01,False,0
Wheat,2013/14,October 2014,6.87,Est.,2014-10-01,False,0
Wheat,2013/14,November 2014,6.87,Est.,2014-11-01,False,0
Wheat,2013/14,December 2014,6.87,Est.,2014-12-01,False,0
Wheat,2013/14,January 2015,6.87,Est.,2015-01-01,False,0
Wheat,2013/14,February 2015,6.87,Est.,2015-02-01,False,0
Wheat,2013/14,March 2015,6.87,Est.,2015-03-01,False,0
Wheat,2013/14,April 2015,6.87,Est.,2015-04-01,False,0
Wheat,2013/14,May 2015,6.87,,2015-05-01,True,1
Wheat,2013/14,June 2015,6.87,,2015-06-01,True,2
Wheat,2013/14,July 2015,6.87,,2015-07-01,True,3
Wheat,2013/14,August 2015,6.87,,2015-08-01,True,4
Wheat,2013/14,September 2015,6.87,,2015-09-01,True,5
Wheat,2013/14,October 2015,6.87,,2015-10-01,True,6
Wheat,2013/14,November 2015,6.87,,2015-11-01,True,7
Wheat,2013/14,December 2015,6.87,,2015-12-01,True,8
Wheat,2013/14,January 2016,6.87,,2016-01-01,True,9
Wheat,2013/14,February 2016,6.87,,2016-02-01,True,10
Wheat,2013/14,March 2016,6.87,,2016-03-01,True,11
Wheat,2013/14,April 2016,6.87,,2016-04-01,True,12
Wheat,2014/15,May 2015,6.0,Est.,2015-05-01,False,0
Wheat,2014/15,June 2015,6.0,Est.,2015-06-01,False,0
Wheat,2014/15,July 2015,5.99,Est.,2015-07-01,False,0
Wheat,2014/15,August 2015,5.99,Est.,2015-08-01,False,0
Wheat,2014/15,September 2015,5.99,Est.,2015-09-01,False,0
Wheat,2014/15,October 2015,5.99,Est.,2015-10-01,False,0
Wheat,2014/15,November 2015,5.99,Est.,2015-11-01,False,0
Wheat,2014/15,December 2015,5.99,Est.,2015-12-01,False,0
Wheat,2014/15,January 2016,5.99,Est.,2016-01-01,False,0
Wheat,2014/15,February 2016,5.99,Est.,2016-02-01,False,0
Wheat,2014/15,March 2016,5.99,Est.,2016-03-01,False,0
Wheat,2014/15,April 2016,5.99,Est.,2016-04-01,False,0
Wheat,2014/15,May 2016,5.99,,2016-05-01,True,1
Wheat,2014/15,June 2016,5.99,,2016-06-01,True,2
Wheat,2014/15,July 2016,5.99,,2016-07-01,True,3
Wheat,2014/15,August 2016,5.99,,2016-08-01,True,4
Wheat,2014/15,September 2016,5.99,,2016-09-01,True,5
Wheat,2014/15,October 2016,5.99,,2016-10-01,True,6
Wheat,2014/15,November 2016,5.99,,2016-11-01,True,7
Wheat,2014/15,December 2016,5.99,,2016-12-01,True,8
Wheat,2014/15,January 2017,5.99,,2017-01-01,True,9
Wheat,2014/15,February 2017,5.99,,2017-02-01,True,10
Wheat,2014/15,March 2017,5.99,,2017-03-01,True,11
Wheat,2014/15,April 2017,5.99,,2017-04-01,True,12
Wheat,2015/16,May 2016,4.9,Est.,2016-05-01,False,0
Wheat,2015/16,June 2016,4.9,Est.,2016-06-01,False,0
Wheat,2015/16,July 2016,4.89,Est.,2016-07-01,False,0
Wheat,2015/16,August 2016,4.89,Est.,2016-08-01,False,0
Wheat,2015/16,September 2016,4.89,Est.,2016-09-01,False,0
Wheat,2015/16,October 2016,4.89,Est.,2016-10-01,False,0
Wheat,2015/16,November 2016,4.89,Est.,2016-11-01,False,0
Wheat,2015/16,December 2016,4.89,Est.,2016-12-01,False,0
Wheat,2015/16,January 2017,4.89,Est.,2017-01-01,False,0
Wheat,2015/16,February 2017,4.89,Est.,2017-02-01,False,0
Wheat,2015/16,March 2017,4.89,Est.,2017-03-01,False,0
Wheat,2015/16,April 2017,4.89,Est.,2017-04-01,False,0
Wheat,2015/16,May 2017,4.89,,2017-05-01,True,1
Wheat,2015/16,June 2017,4.89,,2017-06-01,True,2
Wheat,2015/16,July 2017,4.89,,2017-07-01,True,3
Wheat,2015/16,August 2017,4.89,,2017-08-01,True,4
Wheat,2015/16,September 2017,4.89,,2017-09-01,True,5
Wheat,2015/16,October 2017,4.89,,2017-10-01,True,6
Wheat,2015/16,November 2017,4.89,,2017-11-01,True,7
Wheat,2015/16,December 2017,4.89,,2017-12-01,True,8
Wheat,2015/16,January 2018,4.89,,2018-01-01,True,9
Wheat,2015/16,February 2018,4.89,,2018-02-01,True,10
Wheat,2015/16,March 2018,4.89,,2018-03-01,True,11
Wheat,2015/16,April 2018,4.89,,2018-04-01,True,12
Wheat,2016/17,May 2017,3.9,Est.,2017-05-01,False,0
Wheat,2016/17,June 2017,3.9,Est.,2017-06-01,False,0
Wheat,2016/17,July 2017,3.89,Est.,2017-07-01,False,0
Wheat,2016/17,August 2017,3.89,Est.,2017-08-01,False,0
Wheat,2016/17,September 2017,3.89,Est.,2017-09-01,False,0
Wheat,2016/17,October 2017,3.89,Est.,2017-10-01,False,0
Wheat,2016/17,November 2017,3.89,Est.,2017-11-01,False,0
Wheat,2016/17,December 2017,3.89,Est.,2017-12-01,False,0
Wheat,2016/17,January 2018,3.89,Est.,2018-01-01,False,0
Wheat,2016/17,February 2018,3.89,Est.,2018-02-01,False,0
Wheat,2016/17,March 2018,3.89,Est.,2018-03-01,False,0
Wheat,2016/17,April 2018,3.89,Est.,2018-04-01,False,0
Wheat,2016/17,May 2018,3.89,,2018-05-01,True,1
Wheat,2016/17,June 2018,3.89,,2018-06-01,True,2
Wheat,2016/17,July 2018,3.89,,2018-07-01,True,3
Wheat,2016/17,August 2018,3.89,,2018-08-01,True,4
Wheat,2016/17,September 2018,3.89,,2018-09-01,True,5
Wheat,2016/17,October 2018,3.89,,2018-10-01,True,6
Wheat,2016/17,November 2018,3.89,,2018-11-01,True,7
Wheat,2016/17,December 2018,3.89,,2018-12-01,True,8
Wheat,2016/17,February 2019,3.89,,2019-02-01,True,9
Wheat,2016/17,March 2019,3.89,,2019-03-01,True,10
Wheat,2016/17,April 2019,3.89,,2019-04-01,True,11
Wheat,2017/18,May 2018,4.7,Est.,2018-05-01,False,0
Wheat,2017/18,June 2018,4.75,Est.,2018-06-01,False,0
Wheat,2017/18,July 2018,4.73,Est.,2018-07-01,False,0
Wheat,2017/18,August 2018,4.73,Est.,2018-08-01,False,0
Wheat,2017/18,September 2018,4.72,Est.,2018-09-01,False,0
Wheat,2017/18,October 2018,4.72,Est.,2018-10-01,False,0
Wheat,2017/18,November 2018,4.72,Est.,2018-11-01,False,0
Wheat,2017/18,December 2018,4.72,Est.,2018-12-01,False,0
Wheat,2017/18,February 2019,4.72,Est.,2019-02-01,False,0
Wheat,2017/18,March 2019,4.72,Est.,2019-03-01,False,0
Wheat,2017/18,April 2019,4.72,Est.,2019-04-01,False,0
Wheat,2017/18,May 2019,4.72,,2019-05-01,True,1
Wheat,2017/18,June 2019,4.72,,2019-06-01,True,2
Wheat,2017/18,July 2019,4.72,,2019-07-01,True,3
Wheat,2017/18,August 2019,4.72,,2019-08-01,True,4
Wheat,2017/18,September 2019,4.72,,2019-09-01,True,5
Wheat,2017/18,October 2019,4.72,,2019-10-01,True,6
Wheat,2017/18,November 2019,4.72,,2019-11-01,True,7
Wheat,2017/18,December 2019,4.72,,2019-12-01,True,8
Wheat,2017/18,January 2020,4.72,,2020-01-01,True,9
Wheat,2017/18,February 2020,4.72,,2020-02-01,True,10
Wheat,2017/18,March 2020,4.72,,2020-03-01,True,11
Wheat,2017/18,April 2020,4.72,,2020-04-01,True,12
Wheat,2018/19,May 2019,5.2,Est.,2019-05-01,False,0
Wheat,2018/19,June 2019,5.2,Est.,2019-06-01,False,0
Wheat,2018/19,July 2019,5.16,Est.,2019-07-01,False,0
Wheat,2018/19,August 2019,5.16,Est.,2019-08-01,False,0
Wheat,2018/19,September 2019,5.16,Est.,2019-09-01,False,0
Wheat,2018/19,October 2019,5.16,Est.,2019-10-01,False,0
Wheat,2018/19,November 2019,5.16,Est.,2019-11-01,False,0
Wheat,2018/19,December 2019,5.16,Est.,2019-12-01,False,0
Wheat,2018/19,January 2020,5.16,Est.,2020-01-01,False,0
Wheat,2018/19,February 2020,5.16,Est.,2020-02-01,False,0
Wheat,2018/19,March 2020,5.16,Est.,2020-03-01,False,0
Wheat,2018/19,April 2020,5.16,Est.,2020-04-01,False,0
Wheat,2018/19,May 2020,5.16,,2020-05-01,True,1
Wheat,2018/19,June 2020,5.16,,2020-06-01,True,2
Wheat,2018/19,July 2020,5.16,,2020-07-01,True,3
Wheat,2018/19,August 2020,5.16,,2020-08-01,True,4
Wheat,2018/19,September 2020,5.16,,2020-09-01,True,5
Wheat,2018/19,October 2020,5.16,,2020-10-01,True,6
Wheat,2018/19,November 2020,5.16,,2020-11-01,True,7
Wheat,2018/19,December 2020,5.16,,2020-12-01,True,8
Wheat,2018/19,January 2021,5.16,,2021-01-01,True,9
Wheat,2018/19,February 2021,5.16,,2021-02-01,True,10
Wheat,2018/19,March 2021,5.16,,2021-03-01,True,11
Wheat,2018/19,April 2021,5.16,,2021-04-01,True,12
Wheat,2019/20,May 2019,4.7,Proj.,2019-05-01,False,0
Wheat,2019/20,June 2019,5.1,Proj.,2019-06-01,False,0
Wheat,2019/20,July 2019,5.2,Proj.,2019-07-01,False,0
Wheat,2019/20,August 2019,5.0,Proj.,2019-08-01,False,0
Wheat,2019/20,September 2019,4.8,Proj.,2019-09-01,False,0
Wheat,2019/20,October 2019,4.7,Proj.,2019-10-01,False,0
Wheat,2019/20,November 2019,4.6,Proj.,2019-11-01,False,0
Wheat,2019/20,December 2019,4.55,Proj.,2019-12-01,False,0
Wheat,2019/20,January 2020,4.55,Proj.,2020-01-01,False,0
Wheat,2019/20,February 2020,4.55,Proj.,2020-02-01,False,0
Wheat,2019/20,March 2020,4.55,Proj.,2020-03-01,False,0
Wheat,2019/20,April 2020,4.6,Proj.,2020-04-01,False,0
Wheat,2019/20,May 2020,4.6,Est.,2020-05-01,False,0
Wheat,2019/20,June 2020,4.6,Est.,2020-06-01,False,0
Wheat,2019/20,July 2020,4.58,Est.,2020-07-01,False,0
Wheat,2019/20,August 2020,4.58,Est.,2020-08-01,False,0
Wheat,2019/20,September 2020,4.58,Est.,2020-09-01,False,0
Wheat,2019/20,October 2020,4.58,Est.,2020-10-01,False,0
Wheat,2019/20,November 2020,4.58,Est.,2020-11-01,False,0
Wheat,2019/20,December 2020,4.58,Est.,2020-12-01,False,0
Wheat,2019/20,January 2021,4.58,Est.,2021-01-01,False,0
Wheat,2019/20,February 2021,4.58,Est.,2021-02-01,False,0
Wheat,2019/20,March 2021,4.58,Est.,2021-03-01,False,0
Wheat,2019/20,April 2021,4.58,Est.,2021-04-01,False,0
Wheat,2019/20,May 2021,4.58,,2021-05-01,True,1
Wheat,2019/20,June 2021,4.58,,2021-06-01,True,2
Wheat,2019/20,July 2021,4.58,,2021-07-01,True,3
Wheat,2019/20,August 2021,4.58,,2021-08-01,True,4
Wheat,2019/20,September 2021,4.58,,2021-09-01,True,5
Wheat,2019/20,October 2021,4.58,,2021-10-01,True,6
Wheat,2019/20,November 2021,4.58,,2021-11-01,True,7
Wheat,2019/20,December 2021,4.58,,2021-12-01,True,8
Wheat,2019/20,January 2022,4.58,,2022-01-01,True,9
Wheat,2019/20,February 2022,4.58,,2022-02-01,True,10
Wheat,2019/20,March 2022,4.58,,2022-03-01,True,11
Wheat,2019/20,April 2022,4.58,,2022-04-01,True,12
Wheat,2020/21,May 2020,4.6,Proj.,2020-05-01,False,0
Wheat,2020/21,June 2020,4.6,Proj.,2020-06-01,False,0
Wheat,2020/21,July 2020,4.6,Proj.,2020-07-01,False,0
Wheat,2020/21,August 2020,4.5,Proj.,2020-08-01,False,0
